기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_1_유동인구_수,시간대_2_유동인구_수,시간대_3_유동인구_수,시간대_4_유동인구_수,시간대_5_유동인구_수,시간대_6_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수
2019,2,A,골목상권,1000011,숭인동길,2554428,1395599,1158824,123442,563883,457059,411773,504348,493917,376121,459531,505536,465610,505415,242205,355609,368018,366613,365363,397272,341688,359859
2019,2,A,골목상권,1000012,옥인길,857913,352836,505089,99715,223768,172056,149345,122751,90293,85824,130508,193726,181476,196573,69821,116094,124045,129452,129876,129707,124872,103879
2019,2,A,골목상권,1000013,율곡로10길,1345961,742878,603083,34425,417624,277397,215540,205025,195943,112674,150044,261538,296945,374077,150678,174366,185615,194154,193312,210828,227282,160404
2019,2,A,골목상권,1000014,율곡로16길,2129180,1193546,935629,69382,499832,420956,370549,391810,376644,167288,411476,540298,473712,396627,139774,327938,364803,347489,343093,344400,224918,176534
2019,2,A,골목상권,1000015,이화장길,2781967,1362887,1419078,154822,897836,581502,429832,388623,329343,211551,429541,591870,602764,689509,256729,376052,422608,418323,417998,433514,387880,325578
2019,2,A,골목상권,1000016,자하문로7길,1685828,785433,900396,130760,435705,364269,308537,254112,192444,137979,236128,369410,350240,434002,158071,221310,239908,254444,252842,260882,257656,198790
2019,2,A,골목상권,1000017,종로24길,1582177,944445,637735,32611,451945,281496,238532,258606,318989,70089,182501,336879,362090,456314,174307,223079,241253,250786,247770,266426,225653,127212
2019,2,A,골목상권,1000018,종로58가길,2785722,1447662,1338058,118779,542848,557525,480928,540253,545385,556098,495912,512705,502211,480866,237929,393023,403939,406215,401150,410087,406654,364655
2019,2,A,골목상권,1000019,종로65길,3316675,1751404,1565272,159522,677274,604317,547451,663676,664430,607635,589211,602102,585521,619920,312284,460706,466175,469247,466365,489959,467786,496441
2019,2,A,골목상권,1000020,지봉로8길,2577375,1310506,1266876,112288,513134,494616,449170,506179,501989,532086,477428,421037,409288,474307,263250,364549,364236,366630,366742,373797,364413,377030
2019,2,A,골목상권,1000021,창경궁로35길,1884539,891066,993471,225861,640674,299581,263416,231075,223939,251791,302035,307819,324256,469599,229055,246736,257637,267067,267865,275539,282482,287219
2019,2,A,골목상권,1000022,창신2길,1602055,827769,774297,62563,298332,259162,280527,366793,334691,297648,279506,269720,267499,317187,170498,222194,224359,229979,227177,232964,235641,229749
2019,2,A,골목상권,1000023,창신5길,2170207,1093587,1076627,103676,400086,360457,381181,482511,442305,449956,388432,335803,334867,429217,231946,304852,304378,310314,307544,315491,313038,314602
2019,2,A,골목상권,1000024,창신길,1410956,716948,694012,66934,289999,227533,241866,321190,263451,310024,260245,199643,200893,275357,164807,194746,193339,197069,195132,198533,211890,220256
2019,2,A,골목상권,1000025,통일로12길,1263826,587569,676264,119284,214439,214296,212380,231975,271466,213233,254950,211447,202674,243859,137678,169304,171984,180130,172797,178015,195371,196232
2019,2,A,골목상권,1000027,필운대로1길,1352314,594314,758004,126643,341036,280900,243663,201464,158616,123148,198293,294474,275793,334059,126551,178790,194125,202293,202286,207040,204264,163515
2019,2,A,골목상권,1000028,난계로11길,2288758,1144895,1143869,79450,468687,471126,375965,452948,440577,350272,423446,387969,373950,491553,261569,331207,339142,337841,334896,342053,319988,283632
2019,2,A,골목상권,1000029,난계로21길,1631028,825504,805530,60315,333885,398023,275139,284673,278994,276182,289976,277988,293561,324322,168991,225096,225127,226879,223406,230369,260603,239543
2019,2,A,골목상권,1000030,다산로33길,2681209,1398316,1282891,117373,653947,609912,458496,491642,349835,446558,471187,460569,426051,564697,312139,383377,405244,406360,403112,416311,359473,307340
2019,2,A,골목상권,1000031,다산로36길,1610412,819148,791257,83979,323309,346440,290008,309769,256918,328950,281459,249884,234998,324713,190392,224528,231506,233931,233576,237716,226355,222799
2019,2,A,골목상권,1000032,다산로38길,2851863,1480092,1371762,122078,620817,627049,503460,553668,424792,456853,484504,484561,454982,628461,342493,403883,424966,426339,424297,435933,390094,346351
2019,2,A,골목상권,1000033,다산로39길,2573682,1349871,1223808,111630,632800,618732,437589,455754,317178,467398,448100,416720,385367,526183,329913,370692,394307,393869,389595,401278,338023,285931
2019,2,A,골목상권,1000034,동호로10길,2766778,1390074,1376712,183635,644452,583405,465947,441333,448020,420802,467825,468498,444095,626881,338680,399142,411006,408487,411024,428093,367490,341534
2019,2,A,골목상권,1000035,동호로11길,1356662,684059,672605,68779,325386,283411,221904,213196,243986,220744,239144,231048,217328,294006,154389,195505,201108,197419,198814,206045,184407,173354
2019,2,A,골목상권,1000036,동호로15길,2567563,1296328,1271242,164465,643805,532427,417021,392874,416986,360267,413294,450692,428706,606875,307734,368280,381960,378107,380997,399620,342331,316269
2019,2,A,골목상권,1000037,동호로20길,2314017,1198250,1115766,124301,610152,479459,385114,381491,333506,277237,377739,444396,410180,543582,260896,336391,352861,349181,346319,361984,299644,267633
2019,2,A,골목상권,1000038,동호로8길,2481426,1247803,1233628,162101,591310,513227,406165,386016,422625,357354,402959,426519,402631,583887,308080,355418,365837,362133,365542,383570,332486,316447
2019,2,A,골목상권,1000039,명동길,4415062,2193832,2221230,126153,1228928,1119784,814840,624076,501287,155056,606174,1106495,1023448,1172179,351713,634699,706823,702051,703277,741534,517512,409169
2019,2,A,골목상권,1000040,삼일대로4길,2541633,1416273,1125361,49816,579249,571521,510844,448738,381463,131786,395778,629720,516023,623107,245214,375926,423234,421203,417686,444896,254576,204114
2019,2,A,골목상권,1000041,장충단로8길,1602150,829659,772486,53757,441610,351794,269230,268646,217108,211165,279760,315144,282356,346126,167608,231441,243975,242717,240309,248472,208158,187086
2019,2,A,골목상권,1000042,청구로17길,2695540,1362020,1333524,172089,656631,556786,453494,443648,412906,380729,441079,474547,454156,626506,318528,388409,404124,402532,402584,421731,355312,320847
2019,2,A,골목상권,1000043,청구로1길,1527917,741792,786131,97054,303837,324930,270977,266489,264639,340598,289485,229828,217878,283961,166167,221433,223384,225449,224482,228100,203961,201112
2019,2,A,골목상권,1000044,퇴계로12길,1538153,648020,890130,47646,286898,350001,277554,277670,298386,91859,226729,440309,401596,294435,83229,222176,244483,246929,245844,243793,210992,123937
2019,2,A,골목상권,1000045,퇴계로18길,966999,436997,530003,75733,268104,211927,156478,139073,115692,41487,146790,238816,230909,240131,68870,140067,153914,154477,151226,149679,126010,91628
2019,2,A,골목상권,1000046,퇴계로46길,1881223,1038481,842741,145341,681880,316567,281411,250257,205775,198355,313998,420252,372400,401988,174231,296285,320259,307793,316141,303255,190287,147199
2019,2,A,골목상권,1000047,퇴계로56길,1977940,1049109,928827,84351,602290,428716,335916,284893,241768,222837,341096,424506,374565,421174,193767,298716,317346,309668,313228,317455,229599,191933
2019,2,A,골목상권,1000048,퇴계로8길,1954317,914809,1039506,34492,323386,467115,396092,365092,368141,108068,334929,572055,506701,341583,90984,299203,329888,325277,324529,322522,229044,123852
2019,2,A,골목상권,1000049,퇴계로90길,2527573,1282877,1244688,100375,501025,502843,426862,513933,482542,356488,460694,437876,413066,561669,297773,363339,375909,374909,372575,379199,345097,316538
2019,2,A,골목상권,1000050,녹사평대로11길,147552,80185,67369,7691,31264,31792,33441,24698,18661,24224,33735,25306,23475,26218,14601,20963,20877,22030,20365,21384,20326,21603
2019,2,A,골목상권,1000051,녹사평대로26길,2111278,1122987,988297,52766,990672,539240,235936,165145,127532,558667,214327,219305,248007,481179,389791,217086,200393,221092,235071,314674,483681,439277
2019,2,A,골목상권,1000052,녹사평대로32길,1949313,995348,953971,44737,915679,501781,218253,156887,111980,484768,185837,207918,236055,463992,370741,201583,187647,208626,222655,298210,446769,383818
2019,2,A,골목상권,1000053,녹사평대로40나길,1308069,642410,665663,31000,564111,342654,168193,119607,82504,247675,139212,168391,186729,336488,229567,143722,138742,152114,157794,200789,281259,233656
2019,2,A,골목상권,1000054,녹사평대로46길,1076821,518679,558141,34974,367737,302390,170387,106544,94789,163138,162015,169883,175128,259884,146765,136289,136153,141926,144730,161770,192621,163339
2019,2,A,골목상권,1000055,대사관로34길,1660300,820100,840198,18916,436920,456434,291564,229050,227415,248109,303143,282439,263466,355566,207580,237672,247739,246336,245659,250255,227281,205367
2019,2,A,골목상권,1000056,두텁바위로1길,1712843,891586,821258,92615,486409,367036,296942,241441,228399,218860,285447,323978,289703,400103,194750,235998,246350,247861,247131,256836,220346,258331
2019,2,A,골목상권,1000057,백범로79길,2419899,1162005,1257889,176410,638440,570999,409221,328021,296812,331833,459244,467420,420217,492914,248279,356024,372820,373113,366841,370510,304491,276103
2019,2,A,골목상권,1000058,백범로90길,2169990,1115467,1054519,91886,538939,602181,399380,294581,243026,309393,402995,411641,354638,458502,232823,318403,335165,332165,330541,339392,269836,244487
2019,2,A,골목상권,1000059,서빙고로71길,319883,179772,140117,20956,69341,66954,68668,51214,42747,45802,67387,58159,53788,63065,31684,45448,46437,46213,44705,46337,46016,44726
2019,2,A,골목상권,1000060,소월로20길,982498,475587,506906,67420,289592,257486,146203,96284,125513,184328,187266,139580,141082,202018,128227,125563,125756,131711,130080,138906,158104,172369
2019,2,A,골목상권,1000061,신흥로20길,876842,428422,448409,60136,229507,207100,140102,114021,125963,162165,175952,133881,132121,172036,100685,117215,115687,119870,118459,124884,133459,147271
2019,2,A,골목상권,1000062,우사단로10길,2748681,1475444,1273237,42787,970166,763723,412809,298004,261199,632252,442799,386654,382189,535293,369485,345029,341167,351113,356387,402293,478860,473837
2019,2,A,골목상권,1000063,우사단로14길,2372872,1294498,1078366,39181,962555,671679,323065,212968,163422,611725,332042,309235,319239,457981,342638,273819,266758,281281,290979,352588,462509,444933
2019,2,A,골목상권,1000064,우사단로4길,1639026,924234,714793,39000,586163,444644,242626,178434,148166,399491,280802,224021,220210,305871,208625,207681,199896,205769,207065,232914,285275,300436
2019,2,A,골목상권,1000065,원효로19길,930685,516670,414011,51961,163429,217572,192891,158373,146468,151072,196068,164594,153708,171528,93717,134255,136623,138490,137565,139303,121252,123187
2019,2,A,골목상권,1000066,원효로41길,880146,494203,385941,35412,167296,197203,174868,153727,151646,145931,168584,153043,141334,174600,96660,127053,129142,129185,129553,132340,119152,113715
2019,2,A,골목상권,1000067,원효로53길,2056295,1144599,911698,64669,427318,517437,400824,338243,307804,288852,366347,381486,348878,446359,224371,303271,312406,314211,312756,319340,263477,230826
2019,2,A,골목상권,1000068,원효로89길,2485294,1159782,1325509,216451,806802,555506,385965,284434,236147,306846,421731,490591,442179,557468,266491,365347,385191,381947,378193,383099,304932,286585
2019,2,A,골목상권,1000069,이촌로22길,271475,151006,120468,4150,38808,70286,53125,45755,59344,38482,54088,48387,46885,57459,26181,38215,38392,37907,37941,38853,39134,41033
2019,2,A,골목상권,1000070,이태원로27길,2972659,1527442,1445224,62113,1307635,799227,373557,254819,175305,702664,328219,360136,400458,676825,504347,319692,306640,336235,354117,457006,642778,556187
2019,2,A,골목상권,1000071,이태원로54길,1892158,965863,926290,26369,668226,536300,294036,203170,164047,344701,287115,301325,314253,405910,238850,236265,244878,252749,254224,287934,325812,290307
2019,2,A,골목상권,1000072,장문로45길,1483255,808242,675019,40275,460520,386964,238888,191771,164848,312513,273938,212567,209311,293009,181927,201028,195065,197192,197752,212638,237845,241737
2019,2,A,골목상권,1000073,청파로47길,2499041,908319,1590722,322933,1120727,386585,262694,220369,185741,248091,362894,523027,510845,602236,251953,371274,400814,389822,382860,358940,297677,297644
2019,2,A,골목상권,1000074,청파로47나길,2836636,1018050,1818590,323819,1187765,438358,335463,301835,249401,319794,441276,579969,565764,649878,279955,420954,449091,432335,425998,397440,345802,365016
2019,2,A,골목상권,1000075,청파로71길,2238334,944629,1293713,210189,667592,384258,343177,345982,287143,346010,447639,435183,405580,397621,206310,340340,354212,340691,333159,310177,274388,285373
2019,2,A,골목상권,1000076,청파로73길,1446656,774673,671985,55563,316358,320770,275563,277741,200659,228842,297521,246132,241057,286411,146696,203512,206814,209504,208020,226708,200088,192010
2019,2,A,골목상권,1000077,한강대로104길,1421884,778634,643255,43018,334573,327857,277048,232156,207229,175203,264778,296550,245488,302552,137317,201574,209608,207248,209282,221232,173602,199357
2019,2,A,골목상권,1000078,한강대로15길,396022,226878,169149,13140,93131,91103,75920,68258,54468,37680,75683,85376,76827,84483,35989,54676,56999,56608,57289,59067,60658,50728
2019,2,A,골목상권,1000079,한강대로43길,1315962,745712,570249,27750,372802,382521,245169,164860,122862,123080,207703,273706,245497,325911,140064,191220,206105,205856,207889,211795,154723,138373
2019,2,A,골목상권,1000080,한강대로52길,1129052,638436,490616,24235,319007,325469,209298,143847,107199,106046,177797,233599,205251,282951,123405,162264,177279,177004,178693,181492,132040,120281
2019,2,A,골목상권,1000081,한강대로62길,1034120,580143,453980,25698,285337,297028,184297,137420,104345,102900,165805,213434,186322,253702,111955,144277,159045,158771,160773,163057,131507,116693
2019,2,A,골목상권,1000082,한강대로7길,430444,240018,190430,12718,78266,97424,86924,76349,78753,63385,87716,80806,74037,82498,42019,60253,61419,60433,60032,60695,65890,61727
2019,2,A,골목상권,1000083,한강대로88길,782748,397646,385103,45199,258631,164186,123122,100210,91404,77982,118463,149539,141783,201049,93931,107281,113483,114701,115296,120177,100569,111245
2019,2,A,골목상권,1000084,한남대로20길,1257157,587045,670114,17070,305286,352405,238751,174000,169648,142885,221785,238140,224450,283387,146513,179010,191485,192520,189769,196065,167285,141023
2019,2,A,골목상권,1000085,회나무로13길,1296388,629938,666457,35817,409996,390166,210974,121527,127914,202902,207609,196396,209890,306510,173071,161536,161514,167535,168306,187093,235706,214701
2019,2,A,골목상권,1000086,효창원로39길,1543896,791911,751982,73845,297941,347581,278192,267269,279065,284914,286792,236471,226803,319493,189423,218539,217515,218855,220177,223913,224011,220882
2019,2,A,골목상권,1000087,후암로28길,1010724,532629,478100,53420,240875,225719,185582,158519,146595,168486,182635,178012,154492,213670,113423,141072,141364,144172,142942,147855,141456,151886
2019,2,A,골목상권,1000088,고산자로6길,2695863,1327923,1367951,255333,802232,526160,391906,379757,340469,441716,430379,415026,404927,640165,363655,364334,373145,385525,376616,397731,406750,391764
2019,2,A,골목상권,1000089,금호산2길,1705975,827818,878158,113243,312953,374191,288253,282594,334749,351087,316515,224220,234795,352589,226780,235109,229821,238216,232253,241396,256096,273101
2019,2,A,골목상권,1000090,금호산길,2285863,1079359,1206506,159905,396281,518208,399151,372692,439636,477636,434996,304728,309864,465072,293571,315650,315780,320471,317819,326856,344290,344995
2019,2,A,골목상권,1000091,둘레9길,1098562,606688,491876,49530,224802,240563,185618,233229,164822,155906,194458,190963,189411,242101,125727,156214,155781,156948,153948,162340,164238,149096
2019,2,A,골목상권,1000092,뚝섬로5길,1482398,819347,663049,55031,403400,394227,260988,227060,141691,117816,257164,338277,307644,331893,129603,226341,238872,234394,232490,241701,169969,138630
2019,2,A,골목상권,1000093,마장로27길,1885691,973207,912496,86221,487054,348930,314502,353184,295799,387449,378150,281258,258359,358362,222125,264687,269169,275721,274797,282872,266069,252399
2019,2,A,골목상권,1000094,마장로39길,923929,484964,438970,46468,236989,188501,138040,152832,161097,180638,198392,131933,122475,177005,113483,130157,129668,131259,131144,133516,137209,130980
2019,2,A,골목상권,1000095,마조로16길,1266510,633332,633186,77677,401576,227978,172247,187547,199490,240372,250472,182859,177532,256553,158729,177724,177509,180575,179333,182819,189822,178737
2019,2,A,골목상권,1000096,마조로1길,2284375,1133415,1150962,199966,987610,391792,265186,248241,191583,300229,284214,347740,380781,633842,337576,310773,308293,321546,323152,347230,369479,303903
2019,2,A,골목상권,1000097,매봉길,1074462,499769,574691,60373,188196,255754,189533,165938,214660,221869,211318,141817,144694,211931,142840,148268,147368,148067,148218,153290,162221,167024
2019,2,A,골목상권,1000098,무수막길,1993263,940083,1053173,137082,345378,457302,350456,326786,376261,411423,376632,268320,273860,409478,253557,273971,275213,278705,275976,284278,300584,304529
2019,2,A,골목상권,1000099,무학로6길,2450225,1222347,1227881,118360,709762,453593,384298,435463,348741,517440,444662,358562,338907,493023,297646,343663,345848,353603,351890,366795,353949,334489
2019,2,A,골목상권,1000100,무학봉28길,2031477,970021,1061451,124531,549365,403170,324136,341302,288978,387917,348865,316117,303506,433897,241178,282803,285512,291642,288455,305880,294399,282797
2019,2,A,골목상권,1000101,무학봉길,1741542,806941,934600,121898,389220,382349,295050,279995,273049,386320,338597,237036,227809,332146,219646,240630,238631,242311,239967,248699,260645,270685
2019,2,A,골목상권,1000102,사근동길,1237211,616386,620830,156080,617941,155055,111760,102791,93594,210893,185884,186493,182456,288942,182553,176036,180599,179427,182251,195222,173031,150652
2019,2,A,골목상권,1000103,상원12길,1017484,572022,445461,31671,271150,270245,187079,147992,109333,113345,184973,215738,190501,219366,93567,159034,166212,159606,158943,161452,108989,103233
2019,2,A,골목상권,1000104,상원길,1649460,920208,729250,47191,447388,445027,309159,235601,165092,146451,289978,375929,325151,368106,143853,259787,275103,264211,261828,268194,168577,151751
2019,2,A,골목상권,1000105,서울숲2길,1688679,864815,823872,56093,473695,430250,292710,241563,194371,123418,269281,368650,376808,418437,132086,233863,241852,244573,234826,250109,262247,221227
2019,2,A,골목상권,1000106,성덕정17길,1808271,996546,811735,62473,356230,408599,327636,380196,273141,254604,313301,318844,314395,401195,205957,258558,259118,261908,256162,270102,266416,236012
2019,2,A,골목상권,1000107,성덕정길,784515,426901,357610,48631,165899,176394,130429,154613,108553,118929,158502,138292,136306,151457,81022,111421,112294,112386,110102,114134,114112,110065
2019,2,A,골목상권,1000108,성수이로18길,2178148,1210058,968089,49477,590662,527785,385873,371407,252949,233475,371661,437366,409801,503869,221991,325549,339296,337242,336605,351057,270398,217999
2019,2,A,골목상권,1000109,성수이로7길,2026173,1119051,907129,51850,513819,534056,377313,334011,215115,134956,318665,458826,425341,494715,193687,305095,321245,318699,316627,334060,249250,181197
2019,2,A,골목상권,1000110,성수일로6길,2535799,1423763,1112031,62842,705232,681280,460647,374789,251006,194052,416287,573812,501250,605408,244997,392516,420570,411452,409515,427480,265251,209010
2019,2,A,골목상권,1000111,송정12라길,1531807,822047,709762,98027,580781,288322,190842,196642,177196,285998,305889,259504,235686,282421,162310,222775,224597,226294,226424,220511,201460,209748
2019,2,A,골목상권,1000112,송정4가길,1674076,922885,751193,57127,614442,370457,245035,226912,160116,313228,354677,281838,252581,297907,173853,248206,252224,243410,243598,249467,218202,218972
2019,2,A,골목상권,1000113,아차산로11길,1751130,996590,754535,31904,472356,455265,315694,283900,192016,143197,305345,380172,339316,412492,170618,267810,290962,285924,284225,297166,185272,139771
2019,2,A,골목상권,1000114,아차산로15길,1891110,1070459,820644,44360,649310,435213,306826,276087,179326,285183,397548,355408,324020,353151,175807,289408,300029,288936,287458,296506,226451,202327
2019,2,A,골목상권,1000115,아차산로5길,1934061,1107009,827043,44854,520968,511391,351010,299241,206593,182014,331328,418420,353216,451182,197907,298574,320549,313690,311286,324624,198056,167277
2019,2,A,골목상권,1000116,왕십리로14길,2241526,1219372,1022162,69752,605869,583298,404893,326154,251556,216368,388227,481521,450215,513298,191910,335448,348946,340203,335065,347241,283118,251502
2019,2,A,골목상권,1000117,왕십리로21길,1897986,885933,1012056,150433,410544,398888,326148,314431,297549,381114,348704,282910,268959,387333,228977,255418,260480,267565,261856,274019,284525,294144
2019,2,A,골목상권,1000118,왕십리로26길,3164622,1540026,1624596,162421,914110,615564,494922,541693,435920,619609,553425,480459,463250,666290,381604,443541,442849,453282,451420,474113,464455,434978
2019,2,A,골목상권,1000119,왕십리로31길,1710267,804973,905285,97243,446388,367885,268998,276425,253339,394088,311612,241141,236658,326252,200524,244322,242448,244468,243135,252721,246676,236512
2019,2,A,골목상권,1000120,왕십리로6길,2534344,1359744,1174611,78277,692611,668384,466985,361902,266195,185261,424231,580958,535047,601771,207080,378596,397617,390647,382215,398500,317035,269745
2019,2,A,골목상권,1000121,용답29길,2172525,1128801,1043716,74709,478790,404539,374670,424895,414922,380944,402537,356172,348253,440723,243882,311390,311105,317997,313884,326946,296061,295144
2019,2,A,골목상권,1000122,용답중앙길,1414187,720482,693701,43293,318164,270268,238044,270020,274395,263667,263613,225218,221305,279765,160615,202114,203564,207559,205103,211572,194934,189338
2019,2,A,골목상권,1000123,장터길,1588671,772317,816355,98529,296301,341727,264076,261013,327017,336348,291564,203640,212017,328432,216682,220213,215351,222498,219540,227729,241056,242288
2019,2,A,골목상권,1000124,청계천로10나길,1151428,615147,536291,38315,217319,233233,207048,229001,226514,222654,239092,194688,177606,208620,108777,167383,170540,173613,170598,175161,154110,140034
2019,2,A,골목상권,1000125,한림말3길,1105379,506833,598546,68363,182436,254296,216997,177216,206077,177837,201484,165580,169110,250988,140386,155729,156441,156514,156016,164566,163605,152515
2019,2,A,골목상권,1000126,한림말길,1142268,518979,623288,65469,174417,274794,230631,183772,213185,199948,219952,165123,166164,245879,145213,161562,162607,162067,162380,169448,167991,156220
2019,2,A,골목상권,1000127,광나루로12길,2930669,1543120,1387550,169143,1395972,528128,318383,304638,214403,629478,547209,403118,380555,572290,398028,415104,415943,407424,409171,421159,438927,422951
2019,2,A,골목상권,1000128,광나루로24길,1250944,628278,622672,135719,708817,169891,89843,86243,60430,170811,185774,221105,224271,289299,159687,178614,188050,188698,189129,170935,177713,157817
2019,2,A,골목상권,1000129,광나루로36길,1556073,771996,784073,122094,399690,335099,253310,253293,192589,270881,317621,255948,252568,292709,166347,220164,221669,223003,220617,225193,217150,228275
2019,2,A,골목상권,1000130,광나루로37길,1378295,666033,712264,145005,297069,276013,233363,232326,194522,234651,279063,230585,228943,259696,145355,194534,198641,199151,196891,198818,188687,201580
2019,2,A,골목상권,1000131,광나루로40길,2222689,1073076,1149617,173753,543787,484056,368742,355950,296406,404460,428017,356813,360803,430140,242461,305238,297246,304883,303053,311617,347340,353312
2019,2,A,골목상권,1000132,광나루로52길,2706984,1312491,1394504,277272,664013,532471,470339,419449,343434,449931,453247,425220,440244,610870,327479,369155,355726,371210,367834,385023,445356,412699
2019,2,A,골목상권,1000133,긴고랑로20길,3265135,1644513,1620616,162329,760890,643844,518680,631177,548216,572972,562374,494953,497830,717593,419417,458142,458387,466873,457715,474316,474401,475289
2019,2,A,골목상권,1000134,긴고랑로7길,1875391,942495,932898,80097,373295,366264,313981,407455,334295,412917,333215,262814,264734,375904,225812,262063,255360,262866,254489,266932,285489,288183
2019,2,A,골목상권,1000135,긴고랑로8길,1340624,677340,663282,32092,316907,287065,219974,267566,217018,275969,238755,193248,186561,276341,169759,187862,186856,190030,186990,192525,198829,197530
2019,2,A,골목상권,1000136,긴고랑로9길,1815468,914804,900663,85203,366376,351542,299255,393616,319475,355013,319019,269757,265216,384052,222414,252167,248574,255655,248696,261412,271792,277167
2019,2,A,골목상권,1000137,능동로13길,5138933,2615767,2523163,399715,2755040,826696,469507,406276,281695,958518,681436,618434,688752,1292205,899588,685978,679049,683538,696358,767029,872178,754810
2019,2,A,골목상권,1000138,능동로19길,3008116,1523944,1484176,232639,1612162,475650,261318,248857,177486,591861,474151,398493,406740,677661,459223,412926,415918,414841,418991,427802,475438,442212
2019,2,A,골목상권,1000139,능동로34길,2322169,1142965,1179202,103360,680106,515350,336410,370682,316257,344717,361086,368868,381271,562026,304205,322179,323908,336520,328207,343083,345206,323058
2019,2,A,골목상권,1000140,능동로3길,1828178,907970,920210,88543,412031,372825,302878,349396,302501,331638,336074,256129,285065,394082,225206,269995,261346,256742,236959,245188,273887,284074
2019,2,A,골목상권,1000141,능동로4길,1894020,918860,975153,146009,414022,397423,327032,315563,293978,328420,347001,271067,302434,416693,228401,270377,263081,272654,252751,262485,286405,286265
2019,2,A,골목상권,1000142,동일로18길,2890864,1445890,1444969,141536,1044872,536002,390320,436167,341983,438251,400280,412105,459000,767672,413561,391194,387468,397892,396109,430305,466783,421117
2019,2,A,골목상권,1000143,동일로24길,3618828,1851730,1767094,253935,1877006,611541,359318,302400,214630,653439,452417,425552,480113,951150,656151,477455,470970,483678,491096,553341,617961,524321
2019,2,A,골목상권,1000144,뚝섬로23길,2068899,1015091,1053811,79569,548706,390575,319824,400231,330009,340023,330804,303683,332963,500211,261226,285050,279299,285575,278984,292818,328573,318604
2019,2,A,골목상권,1000145,뚝섬로24길,1478114,750680,727446,64023,315848,280339,240768,311698,265441,295511,272547,193983,213374,311671,191048,219534,210768,203619,184208,191195,226490,242312
2019,2,A,골목상권,1000146,뚝섬로48길,1855007,928512,926494,143420,388273,401022,308284,321836,292190,379396,337975,249590,253984,386361,247707,256657,249160,260612,253926,260774,287659,286230
2019,2,A,골목상권,1000147,뚝섬로54길,1131883,569539,562343,81234,233697,255065,194082,187582,180229,235694,217003,152089,155295,223084,148720,157768,152830,155549,154728,159665,176416,174950
2019,2,A,골목상권,1000148,뚝섬로58길,1338365,668567,669802,94189,277275,279494,211640,237373,238394,265943,267098,189717,190515,260132,164961,189682,186220,188634,186733,190125,198291,198700
2019,2,A,골목상권,1000149,뚝섬로64길,937171,484183,452992,59909,199259,179067,142379,182409,174148,174596,190717,141370,139622,178964,111903,135532,131970,133868,131886,135670,133763,134483
2019,2,A,골목상권,1000150,면목로17길,1672942,861016,811921,82960,335427,321255,271793,365616,295891,375218,315443,220965,224310,322987,214017,233209,224237,232076,225594,234296,258460,265067
2019,2,A,골목상권,1000151,아차산로40길,2763311,1397880,1365430,220092,825913,544215,385469,424021,363623,501675,496774,419707,415876,582236,347036,382469,382141,389898,389612,394805,415482,408906
2019,2,A,골목상권,1000152,아차산로51길,1764788,926950,837833,95207,585396,384030,257050,255077,188034,289092,276361,272121,279064,409631,238529,248471,243462,252051,250240,258551,270021,241990
2019,2,A,골목상권,1000153,아차산로55길,2341639,1194721,1146921,129380,678304,526714,365386,355845,286023,416149,386773,361031,368772,512848,296080,320754,308484,322261,319697,333694,384821,351936
2019,2,A,골목상권,1000154,아차산로65길,2226561,1045102,1181471,299414,474739,396048,424080,353615,278655,387510,395211,327590,335396,496671,284187,307326,306048,311112,308819,320635,338810,333822
2019,2,A,골목상권,1000155,아차산로78길,826409,409651,416762,47226,182466,152869,151819,153530,138493,99654,147766,158168,151543,184700,84577,119170,118778,120410,121648,123126,115030,108262
2019,2,A,골목상권,1000156,용마산로21길,2372031,1181549,1190473,171229,466275,438700,394564,479983,421283,412550,438526,369296,366918,496343,288405,332435,334996,338292,331287,346685,340436,347897
2019,2,A,골목상권,1000157,용마산로3길,2358390,1168553,1189828,105651,611232,495452,358730,421966,365345,386248,388268,364012,369158,544902,305812,332732,332752,341201,334825,347522,340852,328493
2019,2,A,골목상권,1000158,자양로11길,2792027,1411060,1380975,145967,697159,577744,431447,495624,444105,505098,492166,409916,417462,605834,361563,400185,393435,399333,395872,409238,405335,388657
2019,2,A,골목상권,1000159,자양로15길,2653334,1339675,1313657,148242,790491,533957,384387,433939,362329,464872,452011,394496,401858,591895,348202,376322,372837,379306,376297,389816,388339,370423
2019,2,A,골목상권,1000160,자양로26길,2288383,1153582,1134796,139409,678695,511137,351816,342318,265019,415281,408784,365011,369819,464941,264565,316479,304476,315738,313268,322016,368597,347804
2019,2,A,골목상권,1000161,자양로45길,2001257,956572,1044680,134811,418533,385336,334573,376217,351779,379515,333755,294865,300339,442282,250494,271172,266831,277337,269066,282570,311532,322742
2019,2,A,골목상권,1000162,자양로50길,1555705,748587,807123,138243,316766,286811,248920,295625,269363,298422,269087,219395,227798,340972,200024,211374,210515,219945,210093,216157,239772,247864
